,wgt,cma,married,own,wealth_total,mort_balance,home_value,age,totinc,retinc,hlth,sp_age,sp_totinc,sp_retinc,sp_hlth,pref_beq_money,pref_home,pref_live_fast,pref_risk_averse,know_ann,know_ltci,know_rmr,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)","sp_gamma(2,1)","sp_delta(1,2)","sp_delta(2,2)","sp_delta(3,2)","sp_gamma(3,1)","sp_delta(1,3)","sp_delta(2,3)","sp_delta(3,3)","sp_gamma(4,1)","sp_delta(1,4)","sp_delta(2,4)","sp_delta(3,4)",xi,xi_sp,miss_psurv85,sp_miss_psurv85,mu,zeta,prem_scn_ann_1,prem_scn_ann_2,prem_scn_ann_3,prem_scn_ann_4,prem_scn_ltci_1,prem_scn_ltci_2,prem_scn_ltci_3,prem_scn_ltci_4,int_scn_rmr_1,int_scn_rmr_2,int_scn_rmr_3,int_scn_rmr_4,ben_scn_ann_1,ben_scn_ann_2,ben_scn_ann_3,ben_scn_ann_4,ben_scn_ltci_1,ben_scn_ltci_2,ben_scn_ltci_3,ben_scn_ltci_4,loan_scn_rmr_1,loan_scn_rmr_2,loan_scn_rmr_3,loan_scn_rmr_4,prob_scn_ann_1,prob_scn_ann_2,prob_scn_ann_3,prob_scn_ann_4,prob_scn_ltci_1,prob_scn_ltci_2,prob_scn_ltci_3,prob_scn_ltci_4,prob_scn_rmr_1,prob_scn_rmr_2,prob_scn_rmr_3,prob_scn_rmr_4,nh_0,nh_1,nh_2,hc_0,hc_1,hc_2,g,sig,base_value,price_ann_fair,price_ltci_fair,price_rmr_fair,female,college,nkids,anykids,university,pexhaust,pbeq,pnhome,price_ann_fair_avg,price_ltci_fair_avg,price_rmr_fair_avg,buy_ann_joint,buy_ltci_joint,buy_rmr_joint,buy_ann_indp,buy_ltci_indp,buy_rmr_indp,seed
340,1666.0411339049424,3,0,1,460.0,0.0,1200.0,64,40.81986600207942,40.81986600207942,1,67,4.644588686942074,4.644588686942074,2,0,1,0,0,0,0,1,0.0781867158002367,-3.495120782433288,-0.8039013262192073,-1.0171442229062635,0.1072678012997552,-5.065626603105948,-2.49723572594659,-0.7342106917898349,0.2402865066011435,-7.579513381367841,-5.257998307508639,-4.04134946267062,0.0835116017594228,-3.847643411811121,-1.4125264091898686,-1.4903273547448734,0.1059003530089717,-4.7250524190036405,-2.2877549736670333,-0.5262797688187927,0.1700516923130293,-5.71418482241464,-3.625926071178946,-2.3215479930295166,0.0,0.0,1,1.0,0.014567721847429,0.0091140079202622,92.0,230.0,92.0,230.0,2.124,5.1000000000000005,0.852,2.556,0.08,0.02,0.04,0.06,8.16,17.004,4.08,6.804,24.0,48.0,24.0,48.0,180.0,360.0,180.0,360.0,0.5,0.5,0.5,0.01,0.5,0.5,0.5,0.5,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.9093087627477,19.096361635783435,0.0723432106665181,0.0001116704688006,1,0.0,4.0,1,1.0,0.1,1.0,0.1,17.422343696589962,0.11008879961505234,0.0009748915229192424,0.5,0.0,0.0,0.5,0.0,0.0,
1251,3306.360982332038,2,0,1,50.0,0.0,475.0,64,64.51621217481008,64.51621217481008,3,64,12.750239560239148,12.750239560239148,1,0,1,0,0,0,0,0,0.0617145483290496,-3.104753524450393,-0.5678447989422611,-0.3124440334361363,0.0797500632435198,-3.801595837289557,-1.4203814012746006,0.536749649206877,0.2042765687485435,-5.761500528701887,-3.5700188609978736,-2.037234890945557,0.091668190233681,-3.4530288908964257,-0.7536820265913677,-1.0979249104136015,0.113591135031015,-4.553423098043029,-1.967021264179544,-0.4073647993000833,0.2349973824296786,-7.377615457891373,-4.957431480049418,-3.763460550045495,0.0,0.0,0,0.0,1.5,1.5,15.0,37.5,15.0,37.5,1.104,3.684,0.732,4.416,0.02,0.04,0.06,0.08,1.2,3.6,0.48,1.8,24.0,48.0,24.0,48.0,71.25,142.5,71.25,142.5,0.5,0.01,0.01,0.01,0.5,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,12.550295981932226,0.4504653561238365,0.0007383175886175,0,1.0,3.0,1,0.0,0.5,0.5,0.5,15.861971458118802,0.08991497656827324,0.0034684566785957802,0.5,0.0,0.0,0.5,0.0,0.0,
331,3306.360982332038,2,0,1,22.6,20.0,145.0,65,31.332259514378336,31.332259514378336,1,,,,,0,1,1,1,0,0,1,0.0858539001617105,-3.9150415476027134,-1.3111249930213833,-1.6902718020152618,0.1093710727131284,-4.797789980257904,-2.332373184969853,-0.9275782123580162,0.2237583726407536,-6.518814149713839,-4.394916814191767,-3.360156233635581,,,,,,,,,,,,,0.0,0.0,0,,-0.4207230172810011,1.5,4.5200000000000005,11.3,4.5200000000000005,11.3,2.436,5.856,1.464,1.956,0.02,0.08,0.04,0.06,0.14400000000000002,0.552,0.372,1.116,24.0,48.0,24.0,48.0,25.0,50.0,25.0,50.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.75,0.01,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,16.040243489829397,0.0762537230168695,0.0,0,1.0,0.0,0,0.0,1.0,0.5,,15.711153315543942,0.07577270886363538,0.0019645307101435177,0.5,0.0,0.0,0.5,0.0,0.0,
362,1321.982893522959,2,0,1,60.0055,0.0,275.0,67,58.905940680117034,58.905940680117034,1,,,,,1,0,0,1,0,0,0,0.0826707067813016,-3.733398770125544,-0.9989064424093332,-1.252416989886142,0.106758558673515,-5.156069962841128,-2.5583356504129675,-0.9980154988346116,0.267430869073039,-8.448673290433666,-6.132469709993515,-4.97108846232338,,,,,,,,,,,,,0.0,0.0,0,,-1.6140469558485484,0.9438456031604134,132.0,330.0,132.0,330.0,2.7840000000000003,2.22,3.336,3.336,0.06,0.04,0.02,0.08,10.572000000000001,31.716,6.348,10.572000000000001,24.0,48.0,24.0,48.0,55.0,110.0,55.0,110.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,17.62003237248843,0.074082119625084,0.0021812595718091,1,0.0,0.0,0,1.0,0.0,1.0,,15.750114576986954,0.1105757262351278,0.0006469303909946782,0.0,0.0,0.0,0.0,0.0,0.0,
1269,3922.948378218528,6,0,1,275.0,0.0,650.0,66,63.56838686104605,63.56838686104605,1,67,18.581528467075,18.581528467075,1,1,1,0,0,0,0,1,0.0823745476289031,-3.7152461957845713,-1.0066307989738217,-1.2633317472414554,0.1134066515614988,-4.850994250889944,-2.1987454567954714,-0.7707791958851479,0.2280698791123429,-6.400913816554288,-4.126566714237671,-2.9750672420023805,0.07480009745382,-3.1919354488301,-0.4297965212251667,-0.650827158529674,0.1052993540521203,-4.78417000957236,-2.1752819178816587,-0.4335727544163544,0.1977887740070127,-6.688771069655908,-4.349381014077846,-3.012526340879363,0.0,0.0,0,0.0,0.1522457767670126,0.5876735472840015,85.0,212.5,85.0,212.5,2.436,2.928,0.972,5.856,0.08,0.02,0.06,0.04,2.868,21.504,4.296,17.928,24.0,48.0,24.0,48.0,130.0,260.0,130.0,260.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.90885363048835,14.459191310172262,0.0768266611556449,0.0028998572462004,0,1.0,3.0,1,0.0,0.75,1.0,0.15,14.698780185578718,0.09561077284260683,0.0017391725684263012,0.5,0.0,0.0,0.5,0.0,0.0,
423,8497.513381368772,1,0,1,91.0,220.0,900.0,65,69.40170884406265,69.40170884406265,1,,,,,1,1,1,0,0,0,0,0.053369223485251,-2.014449204046975,0.5160612280062413,0.5165557627801146,0.0719755339035391,-3.141613504201968,-0.6698092466958004,1.0921556060937427,0.160665486479091,-3.909902558897517,-1.7826077267089813,-0.4603358844640255,,,,,,,,,,,,,0.0,0.0,0,,0.1861777984511768,0.0423123281943732,43.2,108.0,43.2,108.0,2.7840000000000003,6.672,1.116,3.336,0.04,0.02,0.06,0.08,3.2640000000000002,4.908,3.924,3.2640000000000002,24.0,48.0,24.0,48.0,136.0,272.0,136.0,272.0,0.01,0.01,0.1,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,10.18584921888422,0.1616553381071236,0.0,1,0.0,1.0,1,0.0,0.5,1.0,0.5,16.60203212252335,0.10632516951427601,0.001565335128276905,0.5,0.0,0.0,0.5,0.0,0.0,
348,1278.4983244321725,1,0,1,0.0,247.0,600.0,66,38.815161152906406,38.815161152906406,1,,,,,1,1,1,1,0,0,0,0.0839199301717345,-3.758437797049455,-1.036452770426246,-1.255180965137636,0.1134161939109133,-5.295999977008977,-2.675362814743844,-0.9377494611642964,0.2678026716458093,-8.21301776774583,-5.896433463875219,-4.609756281422343,,,,,,,,,,,,,0.0,0.0,0,,-0.019365348615259,0.5775218876247546,8.0,20.0,8.0,20.0,1.116,6.672,1.668,5.5680000000000005,0.02,0.04,0.08,0.06,0.372,1.872,0.252,1.56,24.0,48.0,24.0,48.0,70.60000000000001,141.20000000000002,70.60000000000001,141.20000000000002,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.45,0.2,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,17.686542004325513,0.0679249813486605,0.0,1,0.0,2.0,1,1.0,1.0,0.0,0.0,15.882965937583535,0.13386098550119,0.0009360239116605733,0.5,0.0,0.0,0.5,0.0,0.0,
704,4942.474513256949,7,0,1,10.0,0.0,600.0,67,45.28593828719109,45.28593828719109,2,64,8.551149625175078,8.551149625175078,1,1,0,0,0,0,0,0,0.0722494870340858,-3.103904722255687,-0.4423471400402783,-0.458973273683635,0.090976483344341,-3.685883078905603,-1.1651646521995382,0.5072180755095406,0.2326898543007213,-6.010205396637216,-3.574451437644403,-2.298936531050388,0.0838561939607967,-3.4095685354941168,-0.724659602537275,-0.9125877017948816,0.1097389168750885,-4.5501167230542805,-1.97682020336389,-0.2123441241013978,0.2045049372349241,-6.9109235617034726,-4.5596206170111575,-3.1350163388925365,0.0,0.0,0,0.0,0.3237042053081854,0.6650567433205946,2.0,5.0,2.0,5.0,1.464,4.884,0.972,5.856,0.08,0.06,0.04,0.02,0.07200000000000001,0.264,0.20400000000000001,0.432,24.0,48.0,24.0,48.0,120.0,240.0,120.0,240.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.1858597446627,10.401844539373377,0.2909875472988888,0.0,0,0.0,2.0,1,0.0,,1.0,0.8,14.121193464023477,0.09233475559302456,0.0017892237196430706,0.5,0.0,0.0,0.5,0.0,0.0,
1052,4942.474513256949,1,0,1,85.0,0.0,750.0,66,119.2859251,67.44288005196104,1,,,,,1,1,1,0,0,0,1,0.0604642545191215,-3.161687483907688,-0.4573419686348673,-0.7655584636852818,0.0992586647485959,-4.249747285120201,-1.5857497341061446,-0.2336770146197026,0.1980241537508795,-5.330276341890057,-3.1681941380724243,-1.969379334004632,,,,,,,,,,,,,0.0,0.0,0,,0.0382605498782328,0.5864226313820459,17.0,42.5,17.0,42.5,0.972,4.884,2.928,2.928,0.02,0.04,0.08,0.06,1.428,1.428,0.864,4.296,24.0,48.0,24.0,48.0,150.0,300.0,150.0,300.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,12.46509468264118,0.1001213591656014,0.0,0,0.0,0.0,0,0.0,0.5,1.0,0.5,14.698780185578718,0.09561077284260683,0.0017391725684263012,0.5,0.0,0.0,0.5,0.0,0.0,
1443,967.2736886617232,9,0,1,627.0,0.0,450.0,69,41.948415006358005,41.948415006358005,1,,,,,0,1,0,0,0,0,0,0.0769209279855601,-4.095312758908364,-1.3525025205706735,-1.6801965869064026,0.104198170568535,-5.163537636306283,-2.5206773191649305,-1.1917009798369949,0.2376144354116224,-7.338694736239865,-5.168978040485923,-4.1619455334691215,,,,,,,,,,,,,0.0,0.0,0,,-0.4154705916608459,1.5,205.4,513.5,205.4,513.5,2.436,2.928,0.972,5.856,0.08,0.04,0.06,0.02,19.104,57.312000000000005,7.644,28.656000000000002,24.0,48.0,24.0,48.0,90.0,180.0,90.0,180.0,0.01,0.01,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.1596769784491,14.773532923264764,0.0651009742821148,0.0020112808098446,0,0.0,1.0,1,1.0,0.5,1.0,0.0,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
248,4942.474513256949,1,0,1,350.0,0.0,560.0,67,79.35947309361354,79.35947309361354,1,64,11.125159779478533,11.125159779478533,1,0,0,0,0,0,1,1,0.093582257177521,-4.013607446906444,-1.3507385172177386,-1.4531917369015674,0.1182211484848295,-4.736997508712779,-2.1140676004420467,-0.4815007208122519,0.2351276764909985,-6.257283146893554,-4.087718488201664,-2.6266396214330947,0.0886673164621114,-3.463204147519748,-0.8554944581537496,-0.9112987991148008,0.1162081837836259,-4.715467598373782,-2.088856476265864,-0.3377151348775067,0.2102942309406114,-6.990615121350982,-4.68540127917071,-3.238049601069638,0.0,0.0,0,0.0,-1.7459797875593284,0.5461880637013854,170.0,425.0,170.0,425.0,0.972,2.928,2.436,5.856,0.08,0.02,0.04,0.06,17.748,36.96,8.868,14.784,24.0,48.0,24.0,48.0,112.0,224.0,112.0,224.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,12.827745111479382,0.0890328135353259,1.1931130990599336e-07,0,0.0,3.0,1,0.0,0.8,1.0,0.0,14.121193464023477,0.09233475559302456,0.0017892237196430706,0.5,0.0,0.0,0.5,0.0,0.0,
791,4942.474513256949,6,0,1,370.0,0.0,500.0,69,91.20429250598426,91.20429250598426,1,67,47.61006198406698,47.61006198406698,1,0,0,0,0,0,0,0,0.0931945625202016,-3.644400538506583,-0.9235143793521232,-1.229376336678962,0.1153661839074559,-4.202982851311116,-1.55258043674961,-0.1663718686779636,0.2687723069636418,-6.447411687530632,-4.047680896769988,-2.812579854139303,0.0731111419994576,-3.1532153410673733,-0.4260277434933409,-0.6539406252466119,0.1046699663426194,-4.844098529031711,-2.20425106154192,-0.448420432104302,0.1919164463412612,-6.520490472125181,-4.175913109579498,-2.8953772366955906,0.0,0.0,1,1.0,0.7088840640499116,0.2749288802847368,82.0,205.0,82.0,205.0,0.972,4.884,1.464,5.856,0.08,0.04,0.06,0.02,3.048,19.068,9.156,11.436,24.0,48.0,24.0,48.0,100.0,200.0,100.0,200.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.90885363048835,9.999772123931978,0.1304715274825772,0.0003381546085265,0,0.0,2.0,1,0.0,,1.0,,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
1502,2740.425636006952,10,0,1,353.91623097776227,0.0,250.0,65,108.18973292196263,108.18973292196263,1,70,97.02826074917505,97.02826074917505,1,0,0,1,0,0,0,0,0.0888661145448762,-3.721258548036494,-1.1266503903113605,-1.2873240452261323,0.1114226534008815,-5.401427142673113,-2.7604864302265133,-1.219174625026065,0.2367230582676764,-7.16919956017028,-4.9662655901270085,-3.889672680326594,0.0861924212792108,-4.359912287901832,-1.669591552554591,-1.9992812790350192,0.108450321441113,-5.378427861616614,-2.7226181003740964,-1.2703263719273243,0.2199705214800995,-6.7188321017274495,-4.623704943341417,-3.697403702478682,0.0,0.0,0,0.0,0.4275120482233358,0.3541811069567322,130.0,325.0,130.0,325.0,2.7840000000000003,6.672,1.116,3.336,0.02,0.08,0.06,0.04,11.808,24.6,3.936,14.76,24.0,48.0,24.0,48.0,50.0,100.0,50.0,100.0,0.1,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.31759594053744,17.45048303634601,0.0501207353013296,0.0,1,0.0,0.0,0,1.0,,,,16.60203212252335,0.10632516951427601,0.001565335128276905,0.5,0.0,0.0,0.5,0.0,0.0,
1452,897.8346892314378,1,0,1,475.0,0.0,700.0,69,105.97852019132014,105.97852019132014,1,69,52.98926009566007,52.98926009566007,1,1,0,0,0,1,0,0,0.0863718330121545,-4.290436911490566,-1.7352586118187132,-1.989703033307079,0.1225173352345032,-5.392750474540804,-2.956681580283969,-1.438865656928202,0.2391774462055205,-6.772282960731878,-4.768951276492722,-3.552309305068591,0.0786385054796969,-3.44259036071831,-0.7250681652911909,-0.87495032356795,0.102295699670754,-4.877190857643746,-2.18539251780641,-0.3889088768882447,0.2182601162935533,-7.707805314788569,-5.320546216198583,-3.936598608345655,0.0,0.0,0,0.0,-1.7459797875593284,0.5461880637013854,115.0,287.5,115.0,287.5,2.928,2.928,0.972,4.884,0.04,0.08,0.02,0.06,10.692,32.088,6.42,10.692,24.0,48.0,24.0,48.0,140.0,280.0,140.0,280.0,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,12.91240471959236,0.0568406178173537,0.0,0,0.0,0.0,0,1.0,0.1,0.8,0.75,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
1418,1278.4983244321725,1,0,1,75.0,0.0,1300.0,65,60.80978904576364,60.80978904576364,1,,,,,0,1,1,0,0,0,1,0.0836932867956681,-3.755240510031317,-1.089759295349554,-1.1257363327437604,0.1116797386368567,-5.256115635913034,-2.76142393504922,-0.8788436372375953,0.2603093785846742,-8.018405539668635,-5.799950041914315,-4.317880834332483,,,,,,,,,,,,,0.0,0.0,0,,0.7992758769508693,0.7886779983505109,23.0,57.5,23.0,57.5,2.7840000000000003,6.672,1.116,3.336,0.08,0.06,0.02,0.04,1.74,1.74,1.044,5.22,24.0,48.0,24.0,48.0,260.0,520.0,260.0,520.0,0.1,0.01,0.1,0.01,0.95,0.5,0.99,0.95,0.01,0.01,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,18.40396740885883,0.0625004211276304,1.6286126670765022e-06,1,0.0,0.0,0,1.0,0.25,0.5,0.95,16.60203212252335,0.10632516951427601,0.001565335128276905,0.5,0.0,0.0,0.5,0.0,0.0,
955,967.2736886617232,9,0,1,85.0055,0.0,225.0,69,59.51458315609537,59.51458315609537,1,,,,,0,1,1,0,1,0,0,0.0750341354554373,-3.8298047689312416,-1.1938024664595337,-1.529757566314124,0.111244551782412,-5.077688054819957,-2.697062048889888,-1.2816952413528744,0.237177452165243,-6.85365218166532,-4.778754624749902,-3.6539219798653977,,,,,,,,,,,,,0.0,0.0,0,,-0.4154705916608459,1.5,277.0,692.5,277.0,692.5,0.972,4.884,2.928,2.928,0.04,0.06,0.08,0.02,15.456,77.292,10.308,64.416,24.0,48.0,24.0,48.0,45.0,90.0,45.0,90.0,0.2,0.4,0.01,0.4,0.4,0.3,0.4,0.4,0.2,0.2,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.1596769784491,13.198421485293265,0.0645485596247409,1.13501908673449e-05,0,0.0,2.0,1,1.0,0.1,1.0,0.1,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
137,6226.779569658952,2,0,1,65.0055,0.0,500.0,69,118.98697452882219,118.98697452882219,1,63,77.85567469169847,77.85567469169847,1,1,1,0,0,1,0,0,0.0855833939282307,-3.9213186603556007,-1.226753883712228,-1.4983435029431085,0.1175253213629441,-4.685130734392862,-2.1562769087843128,-0.7038626273789429,0.2467327804901471,-6.769313142825391,-4.412650835363978,-3.2451972553074726,0.074105360143432,-3.3402765483437844,-0.5973032050104715,-0.9129488242675258,0.1057923571982476,-5.044319848239413,-2.4561691868318967,-0.701129908161452,0.1945734600404956,-6.535975850537922,-4.281847998226745,-3.056321198680231,0.0,0.0,0,0.0,1.5,1.5,183.0,457.5,183.0,457.5,2.436,5.856,1.464,1.956,0.04,0.02,0.08,0.06,17.016000000000002,25.536,6.804,51.06,24.0,48.0,24.0,48.0,100.0,200.0,100.0,200.0,0.01,0.01,0.01,0.01,0.5,0.01,0.5,0.5,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,12.107321790804994,0.1037003654430724,0.0334552492320614,0,0.0,3.0,1,0.0,0.75,0.5,0.25,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
1298,967.2736886617232,2,0,1,325.0,0.0,425.0,60,124.04178327857416,100.73395634443054,1,60,36.48287743487475,38.15680164561763,1,1,1,1,0,0,0,0,0.0759315641726185,-3.9577016819164377,-1.332450137574589,-1.7746666532348645,0.1041193320525503,-4.917345679739721,-2.5098934187620463,-1.1432474111106616,0.1875784576223581,-5.794778193532777,-3.807226367259928,-2.74455217900152,0.0761228987087346,-3.5243884400388668,-0.8107372413653814,-1.0180230390144192,0.1009724321499668,-4.982250767314617,-2.455246438815869,-0.7338385446804024,0.2008066433224593,-7.067750568588796,-4.854278200820234,-3.556920826032382,0.0,0.0,0,0.0,0.4735476347822686,0.8943364338840583,83.0,207.5,83.0,207.5,0.732,3.684,1.104,4.416,0.08,0.02,0.04,0.06,3.576,17.892,5.964,5.964,24.0,48.0,24.0,48.0,63.75,127.5,63.75,127.5,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,19.690509968490517,0.048336793180775,0.0,0,0.0,2.0,1,1.0,1.0,1.0,0.0,19.1966503403674,0.08130024967555968,0.0030278171216322884,0.5,0.0,0.0,0.5,0.0,0.0,
1301,4230.715283026676,6,0,1,16.63135804501979,250.0,450.0,61,95.95819648654603,95.95819648654603,1,63,39.70683992546732,39.70683992546732,2,0,0,0,1,0,0,0,0.083449683637357,-3.4442675367790234,-0.769005828650515,-0.8762953973039587,0.1045810746430205,-4.77293790539914,-2.228429130519948,-0.4882595702533345,0.2592229197541003,-7.795025880526127,-5.499841232631492,-4.165705076091428,0.0818916461247156,-3.771999083874232,-1.1019624472084266,-1.2674918028490112,0.1098918976703597,-4.472288265706737,-1.978088718430585,-0.2981737323223991,0.1598870272415803,-5.253325039944031,-3.1039659664614576,-1.8045347376436485,0.0,0.0,0,0.0,0.4738582872997204,0.0807967260708199,9.0,22.5,9.0,22.5,0.852,5.1000000000000005,2.124,2.556,0.02,0.08,0.06,0.04,0.612,0.612,0.372,1.848,24.0,48.0,24.0,48.0,30.0,60.0,30.0,60.0,0.01,0.01,0.01,0.01,0.8,0.01,0.01,0.75,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.90885363048835,20.86274952863702,0.0763701694370448,0.0,1,1.0,0.0,0,0.0,1.0,1.0,0.75,19.74501797552833,0.09639252876536634,0.001999097080223129,0.0,0.0,0.0,0.0,0.0,0.0,
195,4942.474513256949,7,0,1,250.0,0.0,600.0,64,24.5,24.5,1,64,6.0,6.0,1,0,0,0,0,0,0,0,0.0692416220504829,-3.123280138746748,-0.5615735990114767,-0.5287918928581901,0.0885130545397861,-3.6554225001807694,-1.1025920886952358,0.5549598360082704,0.1816103773973927,-4.626399437082873,-2.592239187771396,-1.1069716422218991,0.0836294055142095,-2.968742947899764,-0.3012348952451698,-0.5870979327968796,0.1188245733408783,-4.259300954399503,-1.6300723983465302,0.0333766786705481,0.1790475943314761,-5.336708181629729,-3.033099020959216,-1.6913468637296558,0.0,0.0,0,0.0,-1.6710590555620737,0.7297765536528875,95.0,237.5,95.0,237.5,1.104,4.416,0.732,3.684,0.04,0.02,0.06,0.08,7.596,7.596,9.120000000000001,11.4,24.0,48.0,24.0,48.0,90.0,180.0,90.0,180.0,0.05,0.01,0.25,0.05,0.5,0.2,0.65,0.4,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.1858597446627,12.177836857310364,0.1348956852392541,0.0,0,0.0,0.0,0,0.0,0.6,0.8,0.1,15.861971458118802,0.08991497656827324,0.0034684566785957802,0.5,0.0,0.0,0.5,0.0,0.0,
227,3922.948378218528,6,0,1,300.0,0.0,615.0,62,78.51319920250273,56.51031964274392,1,63,0.0,0.0,1,0,1,1,0,0,0,0,0.0849686880446391,-4.072452547763397,-1.3508929832290315,-1.6271843793337792,0.1061591633056754,-4.883105532959884,-2.1748244435654858,-0.6742567125953083,0.2201016854420379,-6.731777534797255,-4.518535444905361,-3.273770766690268,0.0722130027619674,-3.562420638798864,-0.8700185745637252,-0.9294922925707504,0.0956845435725138,-5.0219153920481805,-2.359806052091954,-0.464918141932961,0.1773383056400432,-6.736932740809013,-4.516552041064151,-3.0612283175191752,0.0,0.0,0,0.0,1.186992807787739,1.5,60.0,150.0,60.0,150.0,1.104,1.476,2.208,3.684,0.02,0.08,0.06,0.04,1.824,6.816,4.548,13.632,24.0,48.0,24.0,48.0,92.25,184.5,92.25,184.5,0.2,0.1,0.1,0.05,0.15,0.2,0.1,0.05,0.1,0.05,0.07,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.90885363048835,19.2454467263562,0.0698504085416748,0.0007926359099483,0,1.0,0.0,0,0.0,0.1,,0.2,17.9349187337184,0.08318727456763397,0.003983388785659818,0.5,0.0,0.0,0.5,0.0,0.0,
795,3653.671297737253,8,0,1,330.0,0.0,400.0,69,71.76876162303745,71.76876162303745,1,63,44.952729515754605,44.952729515754605,1,0,1,0,1,0,0,0,0.0869669186477377,-3.546115817469844,-0.8256537641285179,-0.9908674391189176,0.1159835060354095,-5.044186640173622,-2.4541355298945304,-0.8105747920016417,0.2964967138532019,-8.902188162504318,-6.392711674973371,-5.119033347237755,0.091507281285846,-3.9990997307223566,-1.3727758672874977,-1.620277901516898,0.1121436125548238,-4.548461889518013,-1.8781812827009667,-0.4130821666330846,0.1739249983156168,-5.635898041750713,-3.508572776320246,-2.196174626071114,0.0,0.0,0,0.0,0.0576911384652271,1.2342481852533376,66.0,165.0,66.0,165.0,2.7840000000000003,2.22,1.668,6.672,0.04,0.08,0.06,0.02,2.232,8.376,6.708,13.968,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.7986287229243,15.22518093568504,0.0976155245768611,0.0010716204584208,1,1.0,2.0,1,0.0,0.0,1.0,0.5,13.882781132501421,0.11566076031761527,0.0004873402675302899,0.5,0.0,0.0,0.5,0.0,0.0,
